Model Version,Region,Sector,Technology,Type,PathwayScenario,Year,Value 
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Paper_Cardboard","TotalCapacity","GradualDevelopment_globalLimit","2040",2.42390909090909
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Paper_Cardboard","TotalCapacity","GradualDevelopment_globalLimit","2045",2.42390909090909
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Paper_Cardboard","TotalCapacity","GradualDevelopment_globalLimit","2050",2.42390909090909
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Paper_Cardboard","NewCapacity","GradualDevelopment_globalLimit","2018",2.184
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Paper_Cardboard","NewCapacity","GradualDevelopment_globalLimit","2040",0.23990909090909
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Residues","TotalCapacity","GradualDevelopment_globalLimit","2018",48.4157994521238
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Residues","TotalCapacity","GradualDevelopment_globalLimit","2025",61.9311514557332
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Residues","TotalCapacity","GradualDevelopment_globalLimit","2030",61.9311514557332
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Residues","TotalCapacity","GradualDevelopment_globalLimit","2035",61.9311514557332
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Residues","TotalCapacity","GradualDevelopment_globalLimit","2040",61.9311514557332
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Residues","TotalCapacity","GradualDevelopment_globalLimit","2045",91.5790361455846
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Residues","TotalCapacity","GradualDevelopment_globalLimit","2050",114.194728395443
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Residues","NewCapacity","GradualDevelopment_globalLimit","2018",48.4157994521238
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Residues","NewCapacity","GradualDevelopment_globalLimit","2025",13.5153520036094
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Residues","NewCapacity","GradualDevelopment_globalLimit","2045",29.6478846898514
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Residues","NewCapacity","GradualDevelopment_globalLimit","2050",22.6156922498589
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","TotalCapacity","GradualDevelopment_globalLimit","2018",2.808
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","TotalCapacity","GradualDevelopment_globalLimit","2025",3.5900956937799
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","TotalCapacity","GradualDevelopment_globalLimit","2030",3.5900956937799
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","TotalCapacity","GradualDevelopment_globalLimit","2035",3.5900956937799
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","TotalCapacity","GradualDevelopment_globalLimit","2040",6.54455454545454
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","TotalCapacity","GradualDevelopment_globalLimit","2045",13.4327126770879
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","TotalCapacity","GradualDevelopment_globalLimit","2050",31.7545772727273
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","NewCapacity","GradualDevelopment_globalLimit","2018",2.808
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","NewCapacity","GradualDevelopment_globalLimit","2025",0.782095693779903
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","NewCapacity","GradualDevelopment_globalLimit","2040",2.95445885167464
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","NewCapacity","GradualDevelopment_globalLimit","2045",6.88815813163332
"oE_GradualDevelopment_efect_244_h0","HR","Resources","RES_Wood","NewCapacity","GradualDevelopment_globalLimit","2050",18.3218645956394
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2018",0.136091887232134
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2025",0.136091887232134
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2030",0.136091887232134
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2035",0.136091887232134
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2040",0.136091887232134
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2045",0.136091887232134
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Hardcoal","NewCapacity","GradualDevelopment_globalLimit","2018",0.136091887232134
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Lignite","TotalCapacity","GradualDevelopment_globalLimit","2018",0.00810133333333333
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Lignite","TotalCapacity","GradualDevelopment_globalLimit","2025",0.00810133333333333
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Lignite","TotalCapacity","GradualDevelopment_globalLimit","2030",0.00810133333333333
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Lignite","TotalCapacity","GradualDevelopment_globalLimit","2035",0.00810133333333333
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Lignite","TotalCapacity","GradualDevelopment_globalLimit","2040",0.00810133333333333
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Lignite","TotalCapacity","GradualDevelopment_globalLimit","2045",0.00810133333333333
"oE_GradualDevelopment_efect_244_h0","HR","Resources","R_Coal_Lignite","NewCapacity","GradualDevelopment_globalLimit","2018",0.00810133333333333
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","TotalCapacity","GradualDevelopment_globalLimit","2025",0.276026222064732
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","TotalCapacity","GradualDevelopment_globalLimit","2030",0.291502372322926
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","TotalCapacity","GradualDevelopment_globalLimit","2035",0.335406544333441
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","TotalCapacity","GradualDevelopment_globalLimit","2040",1.1909855105214
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","TotalCapacity","GradualDevelopment_globalLimit","2045",2.16869020080991
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","TotalCapacity","GradualDevelopment_globalLimit","2050",2.94136388428207
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","NewCapacity","GradualDevelopment_globalLimit","2025",0.276026222064732
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","NewCapacity","GradualDevelopment_globalLimit","2030",0.0154761502581941
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","NewCapacity","GradualDevelopment_globalLimit","2035",0.0439041720105147
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","NewCapacity","GradualDevelopment_globalLimit","2040",0.855578966187956
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","NewCapacity","GradualDevelopment_globalLimit","2045",0.977704690288515
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2","NewCapacity","GradualDevelopment_globalLimit","2050",0.772673683472156
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS","TotalCapacity","GradualDevelopment_globalLimit","2040",0.944000667356607
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS","TotalCapacity","GradualDevelopment_globalLimit","2045",1.30310235055247
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS","TotalCapacity","GradualDevelopment_globalLimit","2050",1.30310235055247
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS","NewCapacity","GradualDevelopment_globalLimit","2040",0.944000667356607
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS","NewCapacity","GradualDevelopment_globalLimit","2045",0.359101683195866
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","ResidualCapacity","GradualDevelopment_globalLimit","2050",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","TotalCapacity","GradualDevelopment_globalLimit","2018",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","TotalCapacity","GradualDevelopment_globalLimit","2025",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","TotalCapacity","GradualDevelopment_globalLimit","2030",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","TotalCapacity","GradualDevelopment_globalLimit","2035",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","TotalCapacity","GradualDevelopment_globalLimit","2040",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","TotalCapacity","GradualDevelopment_globalLimit","2045",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_PHS_Residual","TotalCapacity","GradualDevelopment_globalLimit","2050",0.3
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Battery_Li-Ion","TotalCapacity","GradualDevelopment_globalLimit","2045",0.303496508846486
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Battery_Li-Ion","TotalCapacity","GradualDevelopment_globalLimit","2050",0.590531887663813
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Battery_Li-Ion","NewCapacity","GradualDevelopment_globalLimit","2045",0.303496508846486
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Battery_Li-Ion","NewCapacity","GradualDevelopment_globalLimit","2050",0.287035378817327
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2_blend","NewCapacity","GradualDevelopment_globalLimit","2025",0.727913672337107
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2_blend","NewCapacity","GradualDevelopment_globalLimit","2030",0.425012138285657
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2_blend","NewCapacity","GradualDevelopment_globalLimit","2035",0.0945154987062546
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2_blend","NewCapacity","GradualDevelopment_globalLimit","2040",1.00982344103964
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2_blend","NewCapacity","GradualDevelopment_globalLimit","2045",0.465805262121373
"oE_GradualDevelopment_efect_244_h0","HR","Storages","D_Gas_H2_blend","NewCapacity","GradualDevelopment_globalLimit","2050",4.99333226650391
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Electrolysis","TotalCapacity","GradualDevelopment_globalLimit","2035",0.105794004168019
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Electrolysis","TotalCapacity","GradualDevelopment_globalLimit","2040",1.21232622375425
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Electrolysis","TotalCapacity","GradualDevelopment_globalLimit","2045",2.20473296007328
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Electrolysis","TotalCapacity","GradualDevelopment_globalLimit","2050",3.67750094424492
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Electrolysis","NewCapacity","GradualDevelopment_globalLimit","2035",0.105794004168019
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Electrolysis","NewCapacity","GradualDevelopment_globalLimit","2040",1.10653221958623
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Electrolysis","NewCapacity","GradualDevelopment_globalLimit","2045",0.992406736319037
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Electrolysis","NewCapacity","GradualDevelopment_globalLimit","2050",1.47276798417163
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Methanation","TotalCapacity","GradualDevelopment_globalLimit","2025",0.000353539785564312
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Methanation","TotalCapacity","GradualDevelopment_globalLimit","2030",0.000353539785564312
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Methanation","TotalCapacity","GradualDevelopment_globalLimit","2035",0.000353539785564312
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Methanation","TotalCapacity","GradualDevelopment_globalLimit","2040",0.000353539785564312
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Methanation","TotalCapacity","GradualDevelopment_globalLimit","2045",0.000353539785564312
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Methanation","TotalCapacity","GradualDevelopment_globalLimit","2050",0.393850607324415
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Methanation","NewCapacity","GradualDevelopment_globalLimit","2025",0.000353539785564312
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Methanation","NewCapacity","GradualDevelopment_globalLimit","2050",0.393497067538851
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Biofuel","TotalCapacity","GradualDevelopment_globalLimit","2025",0.0168920617640118
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Biofuel","TotalCapacity","GradualDevelopment_globalLimit","2030",0.199683802859469
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Biofuel","TotalCapacity","GradualDevelopment_globalLimit","2035",0.678709421235304
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Biofuel","TotalCapacity","GradualDevelopment_globalLimit","2040",0.678709421235304
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Biofuel","TotalCapacity","GradualDevelopment_globalLimit","2045",1.61636096018296
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Biofuel","TotalCapacity","GradualDevelopment_globalLimit","2050",1.61636096018296
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Biofuel","NewCapacity","GradualDevelopment_globalLimit","2025",0.0168920617640118
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Biofuel","NewCapacity","GradualDevelopment_globalLimit","2030",0.182791741095457
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Biofuel","NewCapacity","GradualDevelopment_globalLimit","2035",0.479025618375835
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Biofuel","NewCapacity","GradualDevelopment_globalLimit","2045",0.937651538947658
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","ResidualCapacity","GradualDevelopment_globalLimit","2018",3
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","ResidualCapacity","GradualDevelopment_globalLimit","2025",6
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","ResidualCapacity","GradualDevelopment_globalLimit","2030",6
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","ResidualCapacity","GradualDevelopment_globalLimit","2035",6
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","ResidualCapacity","GradualDevelopment_globalLimit","2040",6
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","ResidualCapacity","GradualDevelopment_globalLimit","2045",6
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","ResidualCapacity","GradualDevelopment_globalLimit","2050",6
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","TotalCapacity","GradualDevelopment_globalLimit","2018",3
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","TotalCapacity","GradualDevelopment_globalLimit","2025",6
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","TotalCapacity","GradualDevelopment_globalLimit","2030",6
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","TotalCapacity","GradualDevelopment_globalLimit","2035",6
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","TotalCapacity","GradualDevelopment_globalLimit","2040",6
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","TotalCapacity","GradualDevelopment_globalLimit","2045",6
"oE_GradualDevelopment_efect_244_h0","HR","Transformation","X_Gasifier","TotalCapacity","GradualDevelopment_globalLimit","2050",6
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.133671618306875
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.117219726822952
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.100767835339029
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.0503839176695143
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","TotalCapacity","GradualDevelopment_globalLimit","2018",0.133671618306875
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","TotalCapacity","GradualDevelopment_globalLimit","2025",0.117219726822952
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","TotalCapacity","GradualDevelopment_globalLimit","2030",0.100767835339029
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","TotalCapacity","GradualDevelopment_globalLimit","2035",0.0503839176695143
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","TotalCapacity","GradualDevelopment_globalLimit","2040",0.0122345727191781
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","TotalCapacity","GradualDevelopment_globalLimit","2045",0.0122345727191781
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","TotalCapacity","GradualDevelopment_globalLimit","2050",0.0122345727191781
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Biomass_Solid","NewCapacity","GradualDevelopment_globalLimit","2040",0.0122345727191781
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Coal_Hardcoal","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.0135112932490866
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Coal_Hardcoal","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.00929235187881843
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Coal_Hardcoal","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.00507341050855029
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Coal_Hardcoal","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.00253670525427514
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Coal_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2018",0.0135112932490866
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Coal_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2025",0.00929235187881843
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Coal_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2030",0.00507341050855029
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Coal_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2035",0.00253670525427514
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.64499861591135
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.570955407452139
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.496912198992928
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.496912198992928
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.496912198992928
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.248456099496464
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","TotalCapacity","GradualDevelopment_globalLimit","2018",0.64499861591135
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","TotalCapacity","GradualDevelopment_globalLimit","2025",0.570955407452139
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","TotalCapacity","GradualDevelopment_globalLimit","2030",0.496912198992928
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","TotalCapacity","GradualDevelopment_globalLimit","2035",0.496912198992928
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","TotalCapacity","GradualDevelopment_globalLimit","2040",0.496912198992928
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Gas_CCGT_Natural","TotalCapacity","GradualDevelopment_globalLimit","2045",0.248456099496464
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.0683136774227802
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.0341568387113901
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Oil","TotalCapacity","GradualDevelopment_globalLimit","2018",0.0683136774227802
"oE_GradualDevelopment_efect_244_h0","HR","CHP","CHP_Oil","TotalCapacity","GradualDevelopment_globalLimit","2025",0.0341568387113901
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.42
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.27990514410799
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.27990514410799
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.279182780007297
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.276269244801167
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.161549069682598
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","ResidualCapacity","GradualDevelopment_globalLimit","2050",0.089824881430135
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2018",0.42
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2025",0.27990514410799
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2030",0.27990514410799
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2035",0.279182780007297
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2040",0.276269244801167
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2045",0.161549069682598
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Biomass","TotalCapacity","GradualDevelopment_globalLimit","2050",0.089824881430135
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Coal_Hardcoal","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.36
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Coal_Hardcoal","TotalCapacity","GradualDevelopment_globalLimit","2018",0.36
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.407
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.318437557511676
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.308007639286768
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.308007639286768
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Oil","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.00249441811205445
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Oil","TotalCapacity","GradualDevelopment_globalLimit","2018",0.407
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Oil","TotalCapacity","GradualDevelopment_globalLimit","2025",0.318437557511676
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Oil","TotalCapacity","GradualDevelopment_globalLimit","2030",0.308007639286768
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Oil","TotalCapacity","GradualDevelopment_globalLimit","2035",0.308007639286768
"oE_GradualDevelopment_efect_244_h0","HU","Power","P_Oil","TotalCapacity","GradualDevelopment_globalLimit","2040",0.00249441811205445
"oE_GradualDevelopment_efect_244_h0","HU","Power","RES_Hydro_Small","ResidualCapacity","GradualDevelopment_globalLimit","2018",0.05
"oE_GradualDevelopment_efect_244_h0","HU","Power","RES_Hydro_Small","ResidualCapacity","GradualDevelopment_globalLimit","2025",0.05
"oE_GradualDevelopment_efect_244_h0","HU","Power","RES_Hydro_Small","ResidualCapacity","GradualDevelopment_globalLimit","2030",0.05
"oE_GradualDevelopment_efect_244_h0","HU","Power","RES_Hydro_Small","ResidualCapacity","GradualDevelopment_globalLimit","2035",0.05
"oE_GradualDevelopment_efect_244_h0","HU","Power","RES_Hydro_Small","ResidualCapacity","GradualDevelopment_globalLimit","2040",0.05
"oE_GradualDevelopment_efect_244_h0","HU","Power","RES_Hydro_Small","ResidualCapacity","GradualDevelopment_globalLimit","2045",0.05
"oE_GradualDevelopment_efect_244_h0","HU","Power","RES_Hydro_Small","ResidualCapacity","GradualDevelopment_globalLimit","2050",0.05
"oE_GradualDevelopment_efect_244_h0","HU","Power","RES_Hydro_Small","TotalCapacity","GradualDevelopment_globalLimit","2018",0.05
"oE_GradualDevelopment_efect_244_h0","HU","Power","RES_Hydro_Small","TotalCapacity","GradualDevelopment_globalLimit","2025",0.05
"oE_GradualDevelopment_efect_244_h0","HU","Power","RES_Hydro_Small","TotalCapacity","GradualDevelopment_globalLimit","2030",0.05
"oE_GradualDevelopment_efect_244_h0","HU","Power","RES_Hydro_Small","TotalCapacity","GradualDevelopment_globalLimit","2035",0.05
